0.100000 30000000000000000000.000000 2883.917941
0.200000 30000000000000000000.000000 5767.835881
0.400000 30000000000000000000.000000 11535.670590
0.600000 30000000000000000000.000000 17303.479274
0.800000 30000000000000000000.000000 23071.134114
1.000000 30000000000000000000.000000 28838.315118
1.681790 30000000000000000000.000000 48485.560983
1.874170 30000000000000000000.000000 54022.143055
1.899340 30000000000000000000.000000 54746.165484
1.919670 30000000000000000000.000000 55330.898157
1.938200 30000000000000000000.000000 55863.806733
1.961130 30000000000000000000.000000 56523.185212
1.981170 30000000000000000000.000000 57099.392960
2.006350 30000000000000000000.000000 57823.301894
2.031530 30000000000000000000.000000 58547.109746
2.056230 30000000000000000000.000000 59257.019147
2.080460 30000000000000000000.000000 59953.320904
2.104200 30000000000000000000.000000 60635.443888
2.127470 30000000000000000000.000000 61303.966519
2.150260 30000000000000000000.000000 61958.605336
2.172580 30000000000000000000.000000 62599.651536
2.194430 30000000000000000000.000000 63227.109118
2.215810 30000000000000000000.000000 63840.982176
2.247000 30000000000000000000.000000 64736.365832
2.277170 30000000000000000000.000000 65602.284334
2.306330 30000000000000000000.000000 66439.038658
2.334480 30000000000000000000.000000 67246.642924
2.361660 30000000000000000000.000000 68026.258647
2.387880 30000000000000000000.000000 68778.186285
2.417430 30000000000000000000.000000 69625.427835
2.449760 30000000000000000000.000000 70552.149548
2.480490 30000000000000000000.000000 71432.783868
2.509680 30000000000000000000.000000 72269.079360
2.537380 30000000000000000000.000000 73062.496169
2.570070 30000000000000000000.000000 73998.599651
2.606440 30000000000000000000.000000 75039.767130
2.639950 30000000000000000000.000000 75998.760334
2.670800 30000000000000000000.000000 76881.368915
2.708650 30000000000000000000.000000 77963.897037
2.742370 30000000000000000000.000000 78927.975382
2.779420 30000000000000000000.000000 79986.894829
2.817030 30000000000000000000.000000 81061.419569
2.858270 30000000000000000000.000000 82239.180925
2.898030 30000000000000000000.000000 83374.196705
2.932680 30000000000000000000.000000 84362.947948
2.971410 30000000000000000000.000000 85467.684189
3.013520 30000000000000000000.000000 86668.295230
3.053150 30000000000000000000.000000 87797.677719
3.091450 30000000000000000000.000000 88888.668915
3.140850 30000000000000000000.000000 90295.124833
3.187920 30000000000000000000.000000 91634.470424
3.232740 30000000000000000000.000000 92909.077854
3.275370 30000000000000000000.000000 94120.744973
3.315900 30000000000000000000.000000 95272.116648
3.372890 30000000000000000000.000000 96890.061969
3.425550 30000000000000000000.000000 98383.998300
3.474140 30000000000000000000.000000 99761.532334
3.526540 30000000000000000000.000000 101246.052363
3.580750 30000000000000000000.000000 102780.707751
3.629080 30000000000000000000.000000 104147.906608
3.691780 30000000000000000000.000000 105920.190565
3.753320 30000000000000000000.000000 107658.092618
3.809730 30000000000000000000.000000 109249.711141
3.871510 30000000000000000000.000000 110991.270018
3.937530 30000000000000000000.000000 112850.502591
4.000000 30000000000000000000.000000 114607.971707
4.068580 30000000000000000000.000000 116535.297120
4.145500 30000000000000000000.000000 118694.426880
4.216690 30000000000000000000.000000 120690.249361
4.271950 30000000000000000000.000000 122237.813329
4.354140 30000000000000000000.000000 124536.837027
4.427680 30000000000000000000.000000 126591.109786
4.508370 30000000000000000000.000000 128842.034224
4.591260 30000000000000000000.000000 131150.933333
4.672690 30000000000000000000.000000 133415.770316
4.763860 30000000000000000000.000000 135947.469180
4.843750 30000000000000000000.000000 138162.386880
4.933480 30000000000000000000.000000 140646.123114
5.028570 30000000000000000000.000000 143273.571598
5.136450 30000000000000000000.000000 146248.570302
5.234020 30000000000000000000.000000 148933.846919
5.321300 30000000000000000000.000000 151331.545750
5.434940 30000000000000000000.000000 154447.149641
5.546900 30000000000000000000.000000 157509.753468
5.649930 30000000000000000000.000000 160321.967477
5.763160 30000000000000000000.000000 163405.808774
5.884620 30000000000000000000.000000 166705.881864
6.000000 30000000000000000000.000000 169833.165798
6.113050 30000000000000000000.000000 172890.119735
6.260590 30000000000000000000.000000 176869.037990
6.384830 30000000000000000000.000000 180210.247831
6.523980 30000000000000000000.000000 183942.337552
6.656440 30000000000000000000.000000 187485.142019
6.828740 30000000000000000000.000000 192079.247380
6.962940 30000000000000000000.000000 195646.406314
7.114110 30000000000000000000.000000 199653.166604
7.262600 30000000000000000000.000000 203577.203289
7.429090 30000000000000000000.000000 207963.341739
7.638100 30000000000000000000.000000 213449.729646
7.823420 30000000000000000000.000000 218296.124167
8.029500 30000000000000000000.000000 223665.919426
8.220610 30000000000000000000.000000 228627.797331
8.435910 30000000000000000000.000000 234197.808482
8.671630 30000000000000000000.000000 240272.761167
8.893120 30000000000000000000.000000 245959.638173
9.119310 30000000000000000000.000000 251746.784128
9.401080 30000000000000000000.000000 258928.560488
9.700600 30000000000000000000.000000 266531.387503
9.935070 30000000000000000000.000000 272461.916577
10.225900 30000000000000000000.000000 279794.005141
10.548600 30000000000000000000.000000 287900.863547
10.852800 30000000000000000000.000000 295517.758550
11.173300 30000000000000000000.000000 303518.922630
11.486700 30000000000000000000.000000 311321.644763
11.888100 30000000000000000000.000000 321288.542323
12.226100 30000000000000000000.000000 329661.168832
12.620600 30000000000000000000.000000 339414.113009
13.120800 30000000000000000000.000000 351756.613230
13.569000 30000000000000000000.000000 362799.638018
14.000000 30000000000000000000.000000 373409.425014
14.537700 30000000000000000000.000000 386639.477478
15.087800 30000000000000000000.000000 400174.821814
15.651600 30000000000000000000.000000 414055.124511
16.342200 30000000000000000000.000000 431078.168792
16.965700 30000000000000000000.000000 446475.815427
17.660800 30000000000000000000.000000 463682.537380
18.450000 30000000000000000000.000000 483280.790496
19.237100 30000000000000000000.000000 502901.916533
20.000000 30000000000000000000.000000 521998.394901
20.851600 30000000000000000000.000000 543412.998442
22.000000 30000000000000000000.000000 572463.091211
