   2.05000006E-02   1.36469991E-03
   4.10000011E-02   6.62851788E-04
   6.14999980E-02   4.29273699E-04
   8.20000023E-02   3.12755379E-04
  0.102499992       2.43054688E-04
  0.122999996       1.96757785E-04
  0.143500000       1.63830337E-04
  0.164000005       1.39255266E-04
  0.184499994       1.20245350E-04
  0.204999983       1.05128405E-04
  0.225499988       9.28402951E-05
  0.245999992       8.26717514E-05
  0.266499966       7.41317635E-05
  0.287000000       6.68696011E-05
  0.307499975       6.06282192E-05
  0.328000009       5.52147649E-05
  0.348499984       5.04818781E-05
  0.368999988       4.63149408E-05
  0.389499992       4.26235129E-05
  0.409999967       3.93352675E-05
  0.430500001       3.63916661E-05
  0.450999975       3.37448691E-05
  0.471500009       3.13553610E-05
  0.491999984       2.91902397E-05
  0.512499988       2.72218786E-05
  0.532999933       2.54269326E-05
  0.553499997       2.37855256E-05
  0.574000001       2.22806375E-05
  0.594500005       2.08976217E-05
  0.614999950       1.96237888E-05
  0.635499954       1.84480996E-05
  0.656000018       1.73609114E-05
  0.676500022       1.63537661E-05
  0.696999967       1.54192076E-05
  0.717499971       1.45506401E-05
  0.737999976       1.37422176E-05
  0.758499980       1.29887330E-05
  0.778999984       1.22855372E-05
  0.799499929       1.16284655E-05
  0.819999933       1.10137762E-05
  0.840499997       1.04380997E-05
  0.861000001       9.89840464E-06
  0.881500065       9.39193706E-06
  0.901999950       8.91620948E-06
  0.922500014       8.46895091E-06
  0.943000019       8.04810315E-06
  0.963500023       7.65178447E-06
  0.983999968       7.27827637E-06
   1.00449991       6.92600679E-06
   1.02499998       6.59353327E-06
   1.04550004       6.27953023E-06
   1.06599987       5.98278484E-06
   1.08649993       5.70216798E-06
   1.10699999       5.43664873E-06
   1.12749994       5.18527258E-06
   1.14800000       4.94715323E-06
   1.16849995       4.72147576E-06
   1.18900001       4.50748030E-06
   1.20949996       4.30446380E-06
   1.22999990       4.11177234E-06
   1.25049996       3.92879747E-06
   1.27099991       3.75497484E-06
   1.29149997       3.58977536E-06
   1.31200004       3.43270949E-06
   1.33249998       3.28331794E-06
   1.35300004       3.14117051E-06
   1.37349999       3.00586771E-06
   1.39399993       2.87703392E-06
   1.41449988       2.75431830E-06
   1.43499994       2.63738980E-06
   1.45549989       2.52594077E-06
   1.47599995       2.41968132E-06
   1.49649990       2.31833997E-06
   1.51699996       2.22165886E-06
   1.53749990       2.12939949E-06
   1.55799997       2.04133357E-06
   1.57850003       1.95724874E-06
   1.59899986       1.87694457E-06
   1.61950004       1.80022982E-06
   1.63999987       1.72692899E-06
   1.66049993       1.65687061E-06
   1.68099999       1.58989656E-06
   1.70149994       1.52585721E-06
   1.72200000       1.46460934E-06
   1.74249995       1.40602003E-06
   1.76300013       1.34996014E-06
   1.78349996       1.29631212E-06
   1.80399990       1.24495966E-06
   1.82449996       1.19579613E-06
   1.84500003       1.14871909E-06
   1.86549985       1.10363203E-06
   1.88600004       1.06044206E-06
   1.90649986       1.01906323E-06
   1.92700005       9.79411880E-07
   1.94749987       9.41410178E-07
   1.96799994       9.04982926E-07
   1.98850000       8.70059694E-07
   2.00899982       8.36573349E-07
   2.02950001       8.04459205E-07
   2.04999995       7.73656893E-07
