   2.05000006E-02   1.40484341E-03
   4.10000011E-02   7.02421705E-04
   6.14999980E-02   4.68281156E-04
   8.20000023E-02   3.51210852E-04
  0.102499992       2.80968728E-04
  0.122999996       2.34140578E-04
  0.143500000       2.00691924E-04
  0.164000005       1.75605426E-04
  0.184499994       1.56093723E-04
  0.204999983       1.40484364E-04
  0.225499988       1.27713050E-04
  0.245999992       1.17070289E-04
  0.266499966       1.08064894E-04
  0.287000000       1.00345962E-04
  0.307499975       9.36562355E-05
  0.328000009       8.78027131E-05
  0.348499984       8.26378528E-05
  0.368999988       7.80468617E-05
  0.389499992       7.39391326E-05
  0.409999967       7.02421821E-05
  0.430500001       6.68973080E-05
  0.450999975       6.38565252E-05
  0.471500009       6.10801508E-05
  0.491999984       5.85351445E-05
  0.512499988       5.61937413E-05
  0.532999933       5.40324472E-05
  0.553499997       5.20312387E-05
  0.574000001       5.01729810E-05
  0.594500005       4.84428783E-05
  0.614999950       4.68281178E-05
  0.635499954       4.53175380E-05
  0.656000018       4.39013565E-05
  0.676500022       4.25710168E-05
  0.696999967       4.13189264E-05
  0.717499971       4.01383877E-05
  0.737999976       3.90234309E-05
  0.758499980       3.79687444E-05
  0.778999984       3.69695663E-05
  0.799499929       3.60216327E-05
  0.819999933       3.51210911E-05
  0.840499997       3.42644744E-05
  0.861000001       3.34486540E-05
  0.881500065       3.26707777E-05
  0.901999950       3.19282626E-05
  0.922500014       3.12187403E-05
  0.943000019       3.05400754E-05
  0.963500023       2.98902851E-05
  0.983999968       2.92675722E-05
   1.00449991       2.86702780E-05
   1.02499998       2.80968707E-05
   1.04550004       2.75459497E-05
   1.06599987       2.70162236E-05
   1.08649993       2.65064809E-05
   1.10699999       2.60156194E-05
   1.12749994       2.55426094E-05
   1.14800000       2.50864905E-05
   1.16849995       2.46463769E-05
   1.18900001       2.42214392E-05
   1.20949996       2.38109078E-05
   1.22999990       2.34140589E-05
   1.25049996       2.30302230E-05
   1.27099991       2.26587690E-05
   1.29149997       2.22991021E-05
   1.31200004       2.19506783E-05
   1.33249998       2.16129756E-05
   1.35300004       2.12855084E-05
   1.37349999       2.09678128E-05
   1.39399993       2.06594632E-05
   1.41449988       2.03600503E-05
   1.43499994       2.00691939E-05
   1.45549989       1.97865302E-05
   1.47599995       1.95117154E-05
   1.49649990       1.92444331E-05
   1.51699996       1.89843722E-05
   1.53749990       1.87312489E-05
   1.55799997       1.84847831E-05
   1.57850003       1.82447202E-05
   1.59899986       1.80108163E-05
   1.61950004       1.77828279E-05
   1.63999987       1.75605455E-05
   1.66049993       1.73437475E-05
   1.68099999       1.71322372E-05
   1.70149994       1.69258255E-05
   1.72200000       1.67243270E-05
   1.74249995       1.65275724E-05
   1.76300013       1.63353889E-05
   1.78349996       1.61476273E-05
   1.80399990       1.59641313E-05
   1.82449996       1.57847589E-05
   1.84500003       1.56093702E-05
   1.86549985       1.54378413E-05
   1.88600004       1.52700377E-05
   1.90649986       1.51058448E-05
   1.92700005       1.49451425E-05
   1.94749987       1.47878272E-05
   1.96799994       1.46337861E-05
   1.98850000       1.44829219E-05
   2.00899982       1.43351390E-05
   2.02950001       1.41903374E-05
   2.04999995       1.40484353E-05
